nom_client,id_neobrain_client,id_neobrain_competence,code_competence,nom_competence,referentiel_competence,type_referentiel_competence,type_referentiel_competence_detaille,groupe_competence,type_groupe_competence,date_mise_a_jour,maitrise_moyenne,motivation_moyenne,maitrise_moyenne_note_manager,nb_collaborateurs_actifs,nb_collaborateur_a_reskiller,nb_metier_possedant_ce_metier,categorie_detention,gamme_detention,description_niveau_1,description_niveau_2,description_niveau_3,description_niveau_4
OPT - NC,620,21967777,COMP606,"Courage managérial - Capacité à affronter des situations difficiles, à prendre des décisions impopulaires si nécessaire, tout en restant aligné avec les valeurs et les objectifs de l'entreprise._x000D_",OPT-NC 2025,Customer,OPT - NC,Manager,,2025-09-03 13:38:50,2.34,2.86,,90.0,75.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967562,COMP391,"Procédures, normes et standards d'exploitation",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,,2.0,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967285,COMP114,"Offre, réglementation et procédures liées aux produits et services commercialisés par l'OPT",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,2.67,3.67,,10.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967721,COMP550,Proposer,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:42,3.0,3.23,,250.0,31.0,6.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967234,COMP63,"Connaissance des architectures WOA (API REST, micro-services...), de la containerisation des applications (Docker / Kubernetes) et de DevOps",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22026289,COMP62,Solution d'automatisation RedHat Ansible,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 04:46:53,1.0,2.0,,8.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22020768,COMP615,Méthodes de rédaction des documents techniques,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 22:15:25,2.69,3.06,,17.0,6.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967740,COMP569,Travailler en équipe,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2026-01-12 04:17:11,3.51,3.55,,400.0,22.0,20.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967683,COMP512,Exploiter une information,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:38,3.38,3.43,,139.0,8.0,6.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967205,COMP34,Techniques de débroussaillage et de désherbage.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967663,COMP492,"Défendre une position, un intérêt",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:35,2.77,3.33,,22.0,8.0,4.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967768,COMP597,Sens de l'organisation,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-10-23 04:15:11,3.31,3.43,,808.0,67.0,54.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967717,COMP546,Pratiquer son art,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:42,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967179,COMP8,"Connaissance AGL ADELIA, CLP/400,",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,1.5,1.0,,14.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967172,COMP1,Processus de gestion administrative d'une commande publique.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:00,2.83,2.33,,10.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967523,COMP352,Psychologie du travail,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-10-28 07:36:59,4.0,4.0,,2.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967202,COMP31,Connaissance de l'organisation et des procédures de l'OPT-NC applicables à son domaine d'activité,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-05 02:51:24,3.25,3.0,,7.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967343,COMP172,Connaissance des logiciels et systèmes d'information liés aux activités confiées,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 22:38:40,3.41,3.27,,52.0,1.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967230,COMP59,Maitriser les outils et Systèmes d'informations de la direction télécoms de l'OPT-NC,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 23:48:57,3.0,3.0,,3.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967315,COMP144,Connaissance des SI,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:05,2.7,3.1,,24.0,0.0,3.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967281,COMP110,Connaissance de la réglementation sur les statuts de la fonction publique et de l'OPT-NC,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 22:38:40,2.83,2.64,,21.0,4.0,7.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967359,COMP188,"Connaissances des principaux systèmes d'exploitation, SGBD et langages Java, Javascript, PL/SQL...",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,3.0,3.83,,11.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967673,COMP502,Elaborer un budget,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,2.07,2.84,,65.0,26.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967585,COMP414,Connaissance des techniques et supports de communication et médias,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:27,3.0,3.5,,3.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967674,COMP503,"Elaborer un plan d'action, un programme",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,2.85,3.13,,59.0,13.0,8.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967630,COMP459,"Analyser une information, une donnée, une situation, un dispositif",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:31,3.25,3.38,,295.0,15.0,20.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967531,COMP360,Techniques de rédaction,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:21,3.2,3.0,,6.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967443,COMP272,"Principes élémentaires de la mécanique et des systèmes électriques, hydrauliques et pneumatiques.",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:14,2.92,3.0,,13.0,3.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22020764,COMP611,Connaissance de l'état de l'art et d'expertise des technologies et des équipements dans son domaine,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 22:18:38,2.81,3.31,,17.0,4.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967711,COMP540,Passer un marché,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:41,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967669,COMP498,Dialoguer avec les représentants du personnel,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,3.0,3.0,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967576,COMP405,"Connaissance des produits et services de la BU (marché, produits et concurrence)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-04-08 05:56:29,4.0,3.5,,3.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967454,COMP283,Notions de sécurité et de risques pour le public.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,3.0,4.0,,4.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967677,COMP506,Emettre un avis,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:37,3.0,3.67,,3.0,2.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967688,COMP517,Gérer les relations interpersonnelles,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:38,3.0,3.0,,3.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967752,COMP581,Etre rigoureux,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:46,3.42,3.51,,684.0,63.0,62.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967390,COMP219,Cadre de référence du contrôle interne,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 01:33:55,2.75,3.0,,6.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967358,COMP187,Connaissance d'approches Agiles ou Lean,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,2.88,2.63,,25.0,2.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967635,COMP464,"Appliquer une règle, une procédure, un dispositif",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:32,3.29,3.25,,312.0,45.0,24.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967757,COMP586,Avoir l'esprit d'équipe,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2026-01-14 03:23:17,3.57,3.54,,722.0,52.0,40.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967381,COMP210,Outils de communication,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-10-24 04:50:37,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967269,COMP98,Techniques de gestes et postures,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,3.1,3.43,,88.0,0.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967235,COMP64,Connaissance des marketplace d'API et des outils d'API management,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967654,COMP483,"Conduire un projet, une démarche",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:34,2.98,3.28,,84.0,14.0,18.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967658,COMP487,Contrôler,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:35,3.28,3.29,,147.0,14.0,14.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967671,COMP500,"Diriger une structure, un service",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,3.0,,,2.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967701,COMP530,Manœuvrer un engin spécialisé,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:40,2.5,2.5,,5.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967462,COMP291,Réglementation thermique et labels pour le patrimoine bâti existant Typologie des risques,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,1.57,2.0,,8.0,5.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22026288,COMP62,Architecture des systèmes d'information,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 04:44:30,3.0,3.0,,18.0,1.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967499,COMP328,Méthodes d'entreposage,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:19,3.0,3.5,,5.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967653,COMP482,Conduire un partenariat,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:34,2.57,2.5,,28.0,6.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967203,COMP32,Flore.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967357,COMP186,"Connaissance approfondie des architectures logicielles (N-Tiers, SOA, WOA, microservices...)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,2.67,3.0,,11.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967268,COMP97,"Réglementation postale, notamment en matière de distribution",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,3.0,3.44,,47.0,3.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967712,COMP541,Piloter la performance,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:41,2.65,2.95,,128.0,32.0,11.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967287,COMP116,Techniques de communication,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-12-29 05:14:34,2.77,3.05,,123.0,14.0,9.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967718,COMP547,"Prendre en compte un contexte, une contrainte, une complexité",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:42,3.12,3.26,,234.0,27.0,6.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967210,COMP39,Connaissance de la réglementation bancaire,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,2.67,3.33,,5.0,3.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
